text,canonical_form_1,canonical_form_2,canonical_form_3,category_1,category_2,category_3,severity_rating,severity_description,,,,
fooker,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,1.8,Strong
fookuh,,,,,fuck,,,sexual anatomy / sexual acts,,,1.8,Strong
forked,,,,,fuck,,,sexual anatomy / sexual acts,,,1,Mild
fothermuckers,,,,,motherfucker,,,sexual anatomy / sexual acts,,,1.8,Strong
fuc,,,,,fuck,,,sexual anatomy / sexual acts,,,1.6,Strong
fucc,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2,Strong
fucca,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2,Strong
fuccers,,,,,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong
fuccing,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe
fuccs,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2,Strong
Fuck,,,,,fuck,,,sexual anatomy / sexual acts,,,2,Strong
fuck arse,,,,,fuck,arse,,sexual anatomy / sexual acts,sexual orientation / gender,,2.4,Strong
fuck face,,,,,fuck,,,sexual anatomy / sexual acts,,,2.4,Strong
fuck faces,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
fuck goblin,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
fuck head,,,,,fuck,,,sexual anatomy / sexual acts,,,2.4,Strong
fuck off,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2,Strong
fuck up,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,1.8,Strong
fuck y0u,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.4,Strong
fuck you,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.4,Strong
fuck your,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.4,Strong
fuck your mother,,,,,fuck,motherfucker,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe
fucka,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
fuckahs,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2,Strong
fuckass,,,,,fuck,ass,,sexual anatomy / sexual acts,,,2.4,Strong
fuckasses,,,,,fuck,ass,,sexual anatomy / sexual acts,,,2.4,Strong
fuckaz,,,,,fuck,ass,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
fuckbag,,,,,fuck,,,sexual anatomy / sexual acts,,,2.6,Severe
fuckboy,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe
fucked,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,1.8,Strong
fucked up,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
fuckem,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
fucker,,,,,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong
fucker off,,,,,fuck,,,sexual anatomy / sexual acts,,,2,Strong
fuckers,,,,,fuck,,,sexual anatomy / sexual acts,,,2.4,Strong
fuckface,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
fuckfaces,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
fuckhead,,,,,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong
fuckheaded,,,,,fuck,,,sexual anatomy / sexual acts,mental disability,,2.6,Severe
fuckheads,,,,,fuck,,,sexual anatomy / sexual acts,,,2.6,Severe
fuckin,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2,Strong
fucking,,,,,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong
fucking A,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.4,Strong
fucking asshole,,,,,fuck,ass,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe
fucking bastard,,,,,fuck,bastard,,sexual anatomy / sexual acts,other / general insult,,2.4,Strong
fucking hell,,,,,fuck,hell,,sexual anatomy / sexual acts,religious offense,,2,Strong
fucking me,,,,,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong
fucking retard,,,,,fuck,retard,,sexual anatomy / sexual acts,mental disability,,3,Severe
fucking shit,,,,,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,1.8,Strong
fuckk,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
fuckless,,,,,fuck,,,sexual anatomy / sexual acts,,,2,Strong
fuckmachine,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2,Strong
fucknuckle,,,,,fuck,,,sexual anatomy / sexual acts,,,2.4,Strong
fucks,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2,Strong
fuckshit,,,,,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.4,Strong
fuckshitface,,,,,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.4,Strong
fuckshithead,,,,,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.8,Severe
fuckstar,,,,,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong
fuckster,,,,,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong
fuckstick,,,,,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong
fucktard,,,,,fuck,retard,,sexual anatomy / sexual acts,mental disability,,2.8,Severe
fucktards,,,,,fuck,retard,,sexual anatomy / sexual acts,mental disability,,2.6,Severe
fuckup,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2,Strong
fuckwad,,,,,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong
fuckwhore,,,,,fuck,whore,,sexual anatomy / sexual acts,,,2.6,Severe
fucs,,,,,fuck,,,sexual anatomy / sexual acts,,,2.4,Strong
fucx,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
fudgefucker,,,,,fudge packer,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,bodily fluids / excrement,3,Severe
fudgepacker,,,,,fudge packer,,,sexual orientation / gender,,,2.4,Strong
fudgepackers,,,,,fudge packer,,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.2,Strong
fudgepackershitter,,,,,fudge packer,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,,3,Severe
fudgepacking fucker,,,,,fudge packer,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,bodily fluids / excrement,3,Severe
fugged,,,,,fuck,,,sexual anatomy / sexual acts,,,1.8,Strong
fugger,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2,Strong
fuggerz,,,,,fuck,,,sexual anatomy / sexual acts,,,2.6,Severe
fuggings,,,,,fuck,,,sexual anatomy / sexual acts,,,2,Strong
fugly,,,,,fuck,,,physical attributes,,,1.4,Mild
fuk,,,,,fuck,,,sexual anatomy / sexual acts,,,2,Strong
fuk1n,,,,,fuck,,,sexual anatomy / sexual acts,,,2,Strong
fuk1ng,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
fukcs,,,,,fuck,,,sexual anatomy / sexual acts,,,2,Strong
fuker,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
fukheads,,,,,fuck,,,sexual anatomy / sexual acts,,,2,Strong
fukin,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
fuking,,,,,fuck,,,sexual anatomy / sexual acts,,,2,Strong
fukk,,,,,fuck,,,sexual anatomy / sexual acts,,,2,Strong
fukka,,,,,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong
fukked,,,,,fuck,,,sexual anatomy / sexual acts,,,2,Strong
fukker,,,,,fuck,,,sexual anatomy / sexual acts,,,2,Strong
fukkers,,,,,fuck,,,sexual anatomy / sexual acts,,,2,Strong
fukking,,,,,fuck,,,sexual anatomy / sexual acts,,,2,Strong
fukkings,,,,,fuck,,,sexual anatomy / sexual acts,,,2,Strong
fukkuh,,,,,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong
fuks,,,,,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong
fuku,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe
fukwhore,,,,,fuck,whore,,sexual anatomy / sexual acts,,,2.8,Severe
fukwit,,,,,fuck,,,sexual anatomy / sexual acts,mental disability,,2.2,Strong
full of shit,,,,,shit,,,bodily fluids / excrement,,,1,Mild
funbags,,,,,funbags,,,sexual anatomy / sexual acts,,,1,Mild
fuq,,,,,fuck,,,sexual anatomy / sexual acts,,,1.8,Strong
futhamucka,,,,,motherfucker,,,sexual anatomy / sexual acts,,,2.6,Severe
fux,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
fux0r,,,,,fuck,,,sexual anatomy / sexual acts,,,2,Strong
fvck,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,1.8,Strong
fvck you,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.2,Strong
fvcka,,,,,fuck,,,sexual anatomy / sexual acts,,,2,Strong
fvckbunny,,,,,fuck,,,sexual anatomy / sexual acts,animal references,,2.2,Strong
fvcker,,,,,fuck,,,sexual anatomy / sexual acts,,,2.4,Strong
fvckers,,,,,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong
fvckin,,,,,fuck,,,sexual anatomy / sexual acts,,,1.8,Strong
fvcking,,,,,fuck,,,sexual anatomy / sexual acts,,,2,Strong
fvckker bunny,,,,,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong
fvckwhi,,,,,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong
fxck,,,,,fuck,,,sexual anatomy / sexual acts,,,1.6,Strong
fxcked,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2,Strong
fxcker,,,,,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong
fxcking,,,,,fuck,,,sexual anatomy / sexual acts,,,2.2,Strong
g@y b1tch,,,,,bitch,gay,,sexual orientation / gender,,,2.6,Severe
g@ylord,,,,,gay,,,sexual orientation / gender,,,1.8,Strong
g@yshit,,,,,shit,gay,,sexual orientation / gender,,,2.6,Severe
g0ddamn,,,,,damn,,,religious offense,,,1.2,Mild
g0ddamned,,,,,damn,,,religious offense,,,1.6,Strong
g0ddamnit,,,,,damn,,,religious offense,,,1,Mild
gash-stabber,,,,,gash-stabber,,,sexual anatomy / sexual acts,,,2,Strong
gay ass,,,,,gay,ass,,sexual anatomy / sexual acts,sexual orientation / gender,,2.6,Severe
gay bitch,,,,,gay,bitch,,sexual orientation / gender,,,2.6,Severe
gay fuck,,,,,fuck,gay,,sexual orientation / gender,other / general insult,,2.6,Severe
gay fucker,,,,,fuck,gay,,sexual anatomy / sexual acts,sexual orientation / gender,,2.8,Severe
gay shit,,,,,gay,shit,,bodily fluids / excrement,sexual orientation / gender,,1.8,Strong
gay wad,,,,,gay,,,sexual orientation / gender,,,2,Strong
gayest,,,,,gay,,,sexual orientation / gender,,,1,Mild
gaylord,,,,,gay,,,sexual orientation / gender,,,1.6,Strong
gaylords,,,,,gay,,,sexual orientation / gender,,,2.2,Strong
gayness,,,,,gay,,,sexual orientation / gender,,,1.4,Mild
gaysian,,,,,gay,,,sexual orientation / gender,,,2.6,Severe
gaytard,,,,,gay,retard,,sexual orientation / gender,mental disability,,2.8,Severe
geebag,,,,,garbage bag,,,sexual orientation / gender,,,1.8,Strong
get fucked,,,,,fuck,,,sexual anatomy / sexual acts,,,2.4,Strong
gin jockey,,,,,gin jockey,,,sexual anatomy / sexual acts,,,2,Strong
girlieboy,,,,,girlyboy,,,sexual orientation / gender,,,1.4,Mild
girly bits,,,,,girly bits,,,sexual anatomy / sexual acts,,,1,Mild
girlyboy,,,,,girlyboy,,,sexual orientation / gender,,,1.4,Mild
go fuck yourself,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,,2.6,Severe
go to hell,,,,,hell,,,other / general insult,religious offense,,1,Mild
gobshite,,,,,shit,,,bodily fluids / excrement,,,1.8,Strong
god dammit,,,,,damn,,,religious offense,,,1.6,Strong
god damn,,,,,damn,,,religious offense,,,1.4,Mild
god damn it,,,,,damn,,,religious offense,,,1.8,Strong
god damned,,,,,damn,,,religious offense,,,1.2,Mild
god damnit,,,,,damn,,,religious offense,,,2.2,Strong
god-dam,,,,,damn,,,religious offense,,,1.2,Mild
god-damned,,,,,damn,,,religious offense,,,1.4,Mild
godamnit,,,,,damn,,,religious offense,,,2,Strong
godd@amn,,,,,damn,,,religious offense,,,1.4,Mild
godd@mnit,,,,,damn,,,religious offense,,,1.4,Mild
goddammit,,,,,damn,,,religious offense,,,1,Mild
goddamn,,,,,damn,,,religious offense,,,1.6,Strong
goddamn mothafuckers,,,,,motherfucker,damn,,sexual anatomy / sexual acts,other / general insult,,2.8,Severe
goddamn son of a bitch,,,,,damn,bitch,,religious offense,sexual orientation / gender,,2.2,Strong
goddamn son-of-a-bitch,,,,,damn,bitch,,religious offense,sexual orientation / gender,,1.4,Mild
goddamned,,,,,damn,,,religious offense,,,1.8,Strong
goddamnit,,,,,damn,,,religious offense,,,1.6,Strong
gook,,,,,gook,,,racial / ethnic slurs,,,2.8,Severe
gowl,,,,,gowl,,,other / general insult,,,1.6,Strong
greaser,,,,,greaser,,,racial / ethnic slurs,,,1,Mild
groid,,,,,groid,,,racial / ethnic slurs,,,2,Strong
groper,,,,,grope,,,sexual anatomy / sexual acts,,,1.4,Mild
gyp,,,,,gypsy,,,racial / ethnic slurs,,,2,Strong
harry palms,,,,,harry palms,,,sexual anatomy / sexual acts,,,1.6,Strong
heeb,,,,,hebe,,,racial / ethnic slurs,,,2.2,Strong
higg@,,,,,nigger,,,racial / ethnic slurs,,,2.6,Severe
higg3r,,,,,nigger,,,racial / ethnic slurs,,,2.8,Severe
higga,,,,,nigger,,,racial / ethnic slurs,,,2.8,Severe
higger,,,,,nigger,,,racial / ethnic slurs,,,2.6,Severe
higgers,,,,,nigger,,,racial / ethnic slurs,,,3,Severe
hoar,,,,,whore,,,sexual orientation / gender,,,1.8,Strong
hoe,,,,,hoe,,,sexual orientation / gender,,,2,Strong
hoe-asses,,,,,hoe,ass,,sexual orientation / gender,sexual anatomy / sexual acts,,2.2,Strong
hoebag,,,,,hoe,,,sexual orientation / gender,,,2,Strong
hoes,,,,,hoe,,,sexual orientation / gender,,,2,Strong
holy fuck,,,,,fuck,,,sexual anatomy / sexual acts,other / general insult,religious offense,2,Strong
homo,,,,,homosexual,,,sexual orientation / gender,,,2.2,Strong
homo asses,,,,,homosexual,ass,,sexual anatomy / sexual acts,sexual orientation / gender,,2.8,Severe
homos,,,,,homosexual,,,sexual orientation / gender,,,2.2,Strong
hooters,,,,,hooters,,,sexual anatomy / sexual acts,,,1,Mild
horse shit,,,,,shit,,,bodily fluids / excrement,animal references,,1.2,Mild
horse's asses,,,,,ass,,,sexual anatomy / sexual acts,animal references,,1.4,Mild
horseshit,,,,,shit,,,bodily fluids / excrement,animal references,,1.2,Mild
hustler,,,,,hustler,,,other / general insult,,,1,Mild
injun,,,,,injun,,,racial / ethnic slurs,,,2.4,Strong
j-offs,,,,,jerk off,,,sexual anatomy / sexual acts,,,1.4,Mild
j3rk,,,,,jerk,,,other / general insult,,,1,Mild
ja!lbait,,,,,jailbait,,,sexual anatomy / sexual acts,other / general insult,,1,Mild
ja1lbait,,,,,jailbait,,,physical attributes,,,1,Mild
Jack off,,,,,jackoff,,,sexual anatomy / sexual acts,,,1.4,Mild
jack-off,,,,,jack off,,,sexual anatomy / sexual acts,,,1.2,Mild
jack-offs,,,,,jack off,,,sexual anatomy / sexual acts,,,1.4,Mild
jackarse,,,,,arse,,,sexual anatomy / sexual acts,,,1,Mild
jackass,,,,,ass,,,animal references,other / general insult,,1,Mild
jackasses,,,,,ass,,,sexual anatomy / sexual acts,,,1,Mild
jackasss,,,,,ass,,,animal references,,,1.2,Mild
jackoff,,,,,jack off,,,sexual anatomy / sexual acts,,,2,Strong
jackoffs,,,,,jack off,,,sexual anatomy / sexual acts,,,1.2,Mild
jackoffz,,,,,jack off,,,sexual anatomy / sexual acts,,,1.6,Strong
jagoff,,,,,jack off,,,sexual anatomy / sexual acts,,,1,Mild
jailba!t,,,,,jailbait,,,physical attributes,,,1.6,Strong
jailbait,,,,,jailbait,,,sexual anatomy / sexual acts,,,1,Mild
jap,,,,,jap,,,racial / ethnic slurs,,,2.8,Severe
jerk off,,,,,jerk off,,,sexual anatomy / sexual acts,,,1,Mild
jerk-0ff,,,,,jerk off,,,sexual anatomy / sexual acts,,,1.2,Mild
jerk-0ffs,,,,,jerk off,,,sexual anatomy / sexual acts,,,1.4,Mild
jerk-off,,,,,jerk off,,,sexual anatomy / sexual acts,,,1.2,Mild
jerk-offs,,,,,jerk off,,,sexual anatomy / sexual acts,,,1,Mild
jerking off,,,,,jerk off,,,sexual anatomy / sexual acts,,,1,Mild
jerkoff,,,,,jerk off,,,sexual anatomy / sexual acts,,,1.6,Strong
jerkoff jerking off,,,,,jerk off,,,sexual anatomy / sexual acts,,,1.2,Mild
jerkoffs,,,,,jerk off,,,sexual anatomy / sexual acts,,,1.2,Mild
jerks off,,,,,jerk off,,,sexual anatomy / sexual acts,,,1.4,Mild
jewboy,,,,,jew,,,racial / ethnic slurs,,,2.8,Severe
jigaboo,,,,,jiggaboo,,,racial / ethnic slurs,,,2.4,Strong
jigaboos,,,,,jiggaboo,,,racial / ethnic slurs,,,2.8,Severe
jigga,,,,,jiggaboo,nigger,,racial / ethnic slurs,,,2.4,Strong
jiggaboo,,,,,jiggaboo,,,racial / ethnic slurs,,,3,Severe
jiggabooboo,,,,,jiggaboo,,,racial / ethnic slurs,,,2.4,Strong
jiggaboos,,,,,jiggaboo,,,racial / ethnic slurs,,,3,Severe
jiggabu,,,,,jiggaboo,,,racial / ethnic slurs,,,3,Severe
jiggas,,,,,jiggaboo,,,racial / ethnic slurs,,,2.8,Severe
jigger,,,,,jiggaboo,nigger,,racial / ethnic slurs,,,3,Severe
jiggerboo,,,,,jiggaboo,,,racial / ethnic slurs,,,2.6,Severe
jiggerboos,,,,,jiggaboo,,,racial / ethnic slurs,,,3,Severe
jiggs,,,,,jiggaboo,,,racial / ethnic slurs,,,2.6,Severe
jiggyboo,,,,,jiggaboo,,,racial / ethnic slurs,,,3,Severe
jigro,,,,,jiggaboo,nigger,,racial / ethnic slurs,,,2.8,Severe
jim crow,,,,,jim crow,,,racial / ethnic slurs,other / general insult,,1.4,Mild
jizz,,,,,jizz,,,bodily fluids / excrement,,,1.6,Strong
jizz eater,,,,,jizz,,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.4,Strong
jizz licker,,,,,jizz,,,sexual anatomy / sexual acts,bodily fluids / excrement,,2.4,Strong
jizz-jockey,,,,,jizz,,,bodily fluids / excrement,,,2.2,Strong
jizzbags,,,,,jizz,,,bodily fluids / excrement,,,2.4,Strong
jizzed,,,,,jizz,,,bodily fluids / excrement,,,2,Strong
jizzes,,,,,jizz,,,bodily fluids / excrement,,,2.2,Strong
jizzfucker,,,,,fuck,jizz,,bodily fluids / excrement,sexual anatomy / sexual acts,,2.6,Severe
jizzing,,,,,jizz,,,bodily fluids / excrement,,,1.6,Strong
jizzsacks,,,,,jizz,,,sexual anatomy / sexual acts,,,1.8,Strong
jizzstain,,,,,jizz,,,bodily fluids / excrement,,,2.8,Severe
jizzy,,,,,jizz,,,bodily fluids / excrement,,,1.6,Strong
k!k3,,,,,kike,,,racial / ethnic slurs,,,2.6,Severe
k!ke,,,,,kike,,,racial / ethnic slurs,,,3,Severe
k..!ke,,,,,kike,,,racial / ethnic slurs,,,3,Severe
k1k3,,,,,kike,,,racial / ethnic slurs,,,3,Severe
k1ke,,,,,kike,,,racial / ethnic slurs,,,2.8,Severe
kid diddler,,,,,diddle,,,sexual anatomy / sexual acts,other / general insult,,3,Severe
kiddy touch,,,,,kidtoucher,,,sexual anatomy / sexual acts,,,1.8,Strong
kike,,,,,kike,,,racial / ethnic slurs,,,3,Severe
kikes,,,,,kike,,,racial / ethnic slurs,,,3,Severe
kiss ass,,,,,ass,,,sexual anatomy / sexual acts,,,1,Mild
kiss my ass,,,,,ass,,,sexual anatomy / sexual acts,,,1.6,Strong
kitty puncher,,,,,kitty puncher,,,sexual anatomy / sexual acts,,,2.2,Strong
kkk,,,,,kkk,,,other / general insult,,,1.8,Strong
klan,,,,,klan,,,racial / ethnic slurs,,,1.8,Strong
klitoris,,,,,clit,,,sexual anatomy / sexual acts,,,1,Mild
kneegrows,,,,,negro,,,racial / ethnic slurs,,,2.8,Severe
knickers,,,,,nigger,,,racial / ethnic slurs,,,1.8,Strong
knob,,,,,knob,,,sexual anatomy / sexual acts,,,1.4,Mild
knob eater,,,,,knob,,,sexual anatomy / sexual acts,,,2.2,Strong
knob gobbler,,,,,knob,,,sexual anatomy / sexual acts,,,1.8,Strong
